catalogId,displayName,genre,rarity,sagaId,sagaOrder,isLegendary,posterColorHex,tagline,slotReserved
Animation_Slot_08,[TBD Animation 08],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_09,[TBD Animation 09],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_10,[TBD Animation 10],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_11,[TBD Animation 11],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_12,[TBD Animation 12],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_13,[TBD Animation 13],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_14,[TBD Animation 14],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_15,[TBD Animation 15],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_16,[TBD Animation 16],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_17,[TBD Animation 17],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_18,[TBD Animation 18],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_19,[TBD Animation 19],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_20,[TBD Animation 20],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_21,[TBD Animation 21],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_22,[TBD Animation 22],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_23,[TBD Animation 23],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_24,[TBD Animation 24],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_25,[TBD Animation 25],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_26,[TBD Animation 26],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_27,[TBD Animation 27],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_28,[TBD Animation 28],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Slot_29,[TBD Animation 29],Animation,Common,,0,0,#E67E22,[CATALOG SLOT],0
Animation_Legendary,[TBD Legendary Animation],Animation,Legendary,,0,1,#E67E22,[CATALOG SLOT],0
Documentary_Slot_01,[TBD Documentary 01],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_02,[TBD Documentary 02],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_03,[TBD Documentary 03],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_04,[TBD Documentary 04],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_05,[TBD Documentary 05],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_06,[TBD Documentary 06],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_07,[TBD Documentary 07],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_08,[TBD Documentary 08],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_09,[TBD Documentary 09],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_10,[TBD Documentary 10],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_11,[TBD Documentary 11],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_12,[TBD Documentary 12],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_13,[TBD Documentary 13],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_14,[TBD Documentary 14],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_15,[TBD Documentary 15],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_16,[TBD Documentary 16],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_17,[TBD Documentary 17],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_18,[TBD Documentary 18],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_19,[TBD Documentary 19],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_20,[TBD Documentary 20],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_21,[TBD Documentary 21],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_22,[TBD Documentary 22],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_23,[TBD Documentary 23],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_24,[TBD Documentary 24],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_25,[TBD Documentary 25],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_26,[TBD Documentary 26],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_27,[TBD Documentary 27],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_28,[TBD Documentary 28],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Slot_29,[TBD Documentary 29],Documentary,Common,,0,0,#607D8B,[CATALOG SLOT],0
Documentary_Legendary,[TBD Legendary Documentary],Documentary,Legendary,,0,1,#607D8B,[CATALOG SLOT],0
