catalogId,displayName,genre,rarity,sagaId,sagaOrder,isLegendary,assetPath,assetGuid,posterColorHex,tagline
Comedy_El_Doble_Perfecto,El Doble Perfecto,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Doble_Perfecto.asset,810d2ea64eeb5cb498feebaa7ed20f15,#D35400,Hacerse pasar por famoso tiene sus riesgos.
Comedy_El_Falso_Medico,El Falso Médico,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Falso_Medico.asset,982a88a5fc6163643ba27bbe8c44cb4b,#D35400,Pasarse por doctor sin estudios fue mala idea.
Comedy_El_Gran_Malentendido,El Gran Malentendido,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Gran_Malentendido.asset,cadafa9b63b76484994c2de065f901cf,#D35400,Una cadena de errores que no para de crecer.
Comedy_El_Heredero_Rebelde,El Heredero Rebelde,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Heredero_Rebelde.asset,2e0889e6fdcebed40b97b8e4df4e4bed,#D35400,Heredar un imperio que no quieres.
Comedy_El_Jefe_Imposible,El Jefe Imposible,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Jefe_Imposible.asset,2263a3a2257e1354ab193c0cd499369a,#F39C12,Trabajar para el peor jefe del mundo.
Comedy_El_Millonario_Accidental,El Millonario Accidental,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Millonario_Accidental.asset,052374a22de1ff1438c797732151eb38,#F39C12,Ganar la lotería es el inicio de los problemas.
Comedy_El_Novio_Fantasma,El Novio Fantasma,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Novio_Fantasma.asset,36ad1e0fc89abf546a89bccdb7642238,#F39C12,Cuando tu prometido resulta ser un espíritu.
Comedy_El_Papa_Modernisimo,El Papá Modernísimo,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Papa_Modernisimo.asset,879e7655f50800a47afe77aed4b45c2f,#F39C12,Criar hijos en la era digital.
Comedy_El_Politico_Honesto,El Político Honesto,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Politico_Honesto.asset,fb0195712c568a346bb7987c92636f0d,#F39C12,El único político que no miente sobrevive... por poco.
Comedy_El_Show_Debe_Continuar,El Show Debe Continuar,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Show_Debe_Continuar.asset,f75ca255d4f6cb8489e19399a43b7452,#F39C12,"En el escenario del mundo, todos actuamos."
Comedy_El_Vecino_Espia,El Vecino Espía,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Vecino_Espia.asset,d70a62397fdf4d045adf8db945950788,#D35400,El vecino más curioso del edificio.
Comedy_El_Último_Comico,El Último Cómico,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Último_Comico.asset,6dd9965e139d4be41b20c527218e669d,#D35400,El último grande del humor.
Comedy_Familia_en_Fuga,Familia en Fuga,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Familia_en_Fuga.asset,f1a203d51aa7b054e828bfadf9fb2248,#D35400,Escapar de la familia en unas vacaciones.
Comedy_Intercambio_de_Vidas,Intercambio de Vidas,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Intercambio_de_Vidas.asset,9129cc13483d5dc4da1f06785295b44a,#D35400,Vivir la vida del otro es más difícil de lo que parece.
Comedy_La_Gran_Comedia_Nacional,La Gran Comedia Nacional,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_La_Gran_Comedia_Nacional.asset,3bb5104192d1d32458c3cd0da19abdd2,#D35400,Una sátira del país que todos reconocerán.
Comedy_La_Reunion_de_Excompaneros,La Reunión de Excompañeros,Comedy,Common,iron_circuit,2,0,Assets/Data/Movies/Comedy_La_Reunion_de_Excompaneros.asset,1c36d8aa89ac743488531de3e817505b,#F39C12,Reunirse veinte años después.
Comedy_Los_Vecinos_del_Caos,Los Vecinos del Caos,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Los_Vecinos_del_Caos.asset,fac1ec0a027e76c4a90e766324b4c754,#D35400,Vivir junto a la familia más ruidosa del barrio.
Comedy_Mi_Cunado_Es_un_Desastre,Mi Cuñado Es un Desastre,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Mi_Cunado_Es_un_Desastre.asset,1b26e9414b3a9b4428c4d8863ddfe929,#F39C12,La familia política más caótica del barrio.
Comedy_Novatos,Novatos,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Novatos.asset,bb52d928c41a85d44a4af8555ea086ff,#F39C12,Su primer día de trabajo.
Comedy_Operacion_Suegra,Operación Suegra,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Operacion_Suegra.asset,734171b3d09940b47848706c6fdc3eac,#F39C12,Impresionar a la suegra es cuestión de vida o muerte.
Comedy_Superstar_Accidental,Superstar Accidental,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Superstar_Accidental.asset,f9eaa01f1c25b6a408d32b40944fd4f2,#D35400,"Viral por accidente, famoso por necesidad."
Comedy_Vacaciones_en_Crisis,Vacaciones en Crisis,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Vacaciones_en_Crisis.asset,85988efefc2d04f41a41bbbaaf9ba187,#F39C12,El peor viaje familiar de la historia.
Romance_Amor_en_Tokyo,Amor en Tokyo,Romance,Common,,0,0,Assets/Data/Movies/Romance_Amor_en_Tokyo.asset,ea2c53d17e7660c479cc1897f3745f4a,#C2185B,Un amor que nació entre tradiciones distintas.
Romance_Amor_Sin_Fin,Amor Sin Fin,Romance,Common,,0,0,Assets/Data/Movies/Romance_Amor_Sin_Fin.asset,fe13b91aa9c7adf4895f398b0475f525,#C2185B,Una historia de amor que dura para siempre.
Romance_Cartas_de_Abril,Cartas de Abril,Romance,Common,,0,0,Assets/Data/Movies/Romance_Cartas_de_Abril.asset,e94b3abfd49c3004298d41820e24bb6a,#E91E8C,Un amor epistolar que desafía el tiempo.
Romance_Corazones_Cruzados,Corazones Cruzados,Romance,Common,,0,0,Assets/Data/Movies/Romance_Corazones_Cruzados.asset,f0348a5f0cf0d2a4296bf8b782dd389d,#E91E8C,Dos almas que siempre se encuentran.
Romance_Danzando_en_la_Oscuridad,Danzando en la Oscuridad,Romance,Common,,0,0,Assets/Data/Movies/Romance_Danzando_en_la_Oscuridad.asset,0e04ca0331daa074e95c56ca2c421864,#E91E8C,Bailar sin poder verse.
Romance_Dos_Mundos_Distintos,Dos Mundos Distintos,Romance,Common,,0,0,Assets/Data/Movies/Romance_Dos_Mundos_Distintos.asset,3c477d125f72759409d483b42ea4b7b4,#C2185B,"Él de clase alta, ella de barrio. El amor no entiende de clases."
Romance_El_Amor_Prohibido,El Amor Prohibido,Romance,Common,,0,0,Assets/Data/Movies/Romance_El_Amor_Prohibido.asset,c94e6fc3f8241de42a6dc92b43a48782,#E91E8C,Amar cuando el mundo lo prohíbe.
Romance_El_Arquitecto_de_Suenos,El Arquitecto de Sueños,Romance,Common,,0,0,Assets/Data/Movies/Romance_El_Arquitecto_de_Suenos.asset,49cb24535c00fb844a420e5e2d199d58,#E91E8C,Construir juntos algo más que una casa.
Romance_El_Barista,El Barista,Romance,Common,,0,0,Assets/Data/Movies/Romance_El_Barista.asset,a181001e966ad464c8965ca8520bb8c3,#C2185B,Enamorarse de la persona que prepara tu café.
Romance_El_Billete_de_Tren,El Billete de Tren,Romance,Common,,0,0,Assets/Data/Movies/Romance_El_Billete_de_Tren.asset,c81b6764013e49e45b434dce8f9c8bda,#C2185B,Un viaje en tren cambia su vida para siempre.
Romance_El_Contrato_Nupcial,El Contrato Nupcial,Romance,Common,,0,0,Assets/Data/Movies/Romance_El_Contrato_Nupcial.asset,72a142795fc8eaf44b4bb614b619fc51,#C2185B,Casarse por acuerdo y enamorarse por accidente.
Romance_El_Destino_Tenia_un_Plan,El Destino Tenía un Plan,Romance,Common,,0,0,Assets/Data/Movies/Romance_El_Destino_Tenia_un_Plan.asset,dc2df17bfe5666e499da3266b68b74fd,#E91E8C,Dos personas que el universo siempre une.
Romance_El_Hombre_del_Sombrero,El Hombre del Sombrero,Romance,Common,shadow_trigger,3,0,Assets/Data/Movies/Romance_El_Hombre_del_Sombrero.asset,37d78faaf4c19d94c93bf8288e9bba55,#C2185B,Un misterioso desconocido en el mercado.
Romance_El_Restaurante_Secreto,El Restaurante Secreto,Romance,Common,,0,0,Assets/Data/Movies/Romance_El_Restaurante_Secreto.asset,a8d423d28dd34484ba3da33408cd8ce8,#E91E8C,Enamorarse del chef que nunca muestra su cara.
Romance_Eternamente,Eternamente,Romance,Common,,0,0,Assets/Data/Movies/Romance_Eternamente.asset,b24fea1a828661a4fb243608715c0b54,#E91E8C,El amor más grande jamás filmado.
Romance_Eterno_Retorno,Eterno Retorno,Romance,Common,,0,0,Assets/Data/Movies/Romance_Eterno_Retorno.asset,619ba63314f785c4697f299dd55fafae,#C2185B,El amor que se repite a través del tiempo.
Romance_Flores_de_Invierno,Flores de Invierno,Romance,Common,,0,0,Assets/Data/Movies/Romance_Flores_de_Invierno.asset,3f2c4d05419b54c48b867e8a3c115878,#E91E8C,Amor que florece en el frío.
Romance_La_Fotografa_de_Guerra,La Fotógrafa de Guerra,Romance,Common,,0,0,Assets/Data/Movies/Romance_La_Fotografa_de_Guerra.asset,998ea6c215707824aab3d2d8693ad9f0,#E91E8C,Un amor nació donde menos se esperaba.
Romance_La_Historia_de_Amor_del_Siglo,La Historia de Amor del Siglo,Romance,Common,,0,0,Assets/Data/Movies/Romance_La_Historia_de_Amor_del_Siglo.asset,071b6f7712ddf124c9c556d83dd46e16,#C2185B,Dos vidas entrelazadas por el destino.
Romance_La_Libreria_de_los_Suenos,La Librería de los Sueños,Romance,Common,,0,0,Assets/Data/Movies/Romance_La_Libreria_de_los_Suenos.asset,33be3b5b5476fa64c9be192ed869e5d1,#E91E8C,Encontrarse entre las páginas.
Romance_La_Nota_de_la_Cancion,La Nota de la Canción,Romance,Common,neon_drift,1,0,Assets/Data/Movies/Romance_La_Nota_de_la_Cancion.asset,bc1b754ff69ec964f9cde99574a37c7e,#E91E8C,Una canción que los unió.
Romance_La_Pianista,La Pianista,Romance,Common,,0,0,Assets/Data/Movies/Romance_La_Pianista.asset,132d99d98a173d64d93a74fd678f9ef0,#E91E8C,La música como lenguaje del amor.
Romance_La_Propuesta,La Propuesta,Romance,Common,,0,0,Assets/Data/Movies/Romance_La_Propuesta.asset,a5283ab48f3b0084da116e73bf34c603,#C2185B,La propuesta más inesperada del año.
Romance_La_Segunda_Oportunidad,La Segunda Oportunidad,Romance,Common,,0,0,Assets/Data/Movies/Romance_La_Segunda_Oportunidad.asset,017ebe33a3f241643a86088b91d8f43b,#E91E8C,Reconectar con el amor perdido años atrás.
Romance_Medianoche_en_Roma,Medianoche en Roma,Romance,Common,,0,0,Assets/Data/Movies/Romance_Medianoche_en_Roma.asset,e226b6f5a115a5e48bc73fa16285762a,#C2185B,Una noche en la ciudad eterna.
Romance_Mas_Alla_del_Oceano,Más Allá del Océano,Romance,Common,,0,0,Assets/Data/Movies/Romance_Mas_Alla_del_Oceano.asset,dfb9d382eb1f3cd49a3422b256abc973,#C2185B,Un amor que sobrevive la distancia.
Romance_Primer_Cafe,Primer Café,Romance,Common,,0,0,Assets/Data/Movies/Romance_Primer_Cafe.asset,e5112b37b27481745822360ef8546cd7,#E91E8C,Dos desconocidos en la misma cafetería.
Romance_Promesas_Bajo_la_Lluvia,Promesas Bajo la Lluvia,Romance,Common,,0,0,Assets/Data/Movies/Romance_Promesas_Bajo_la_Lluvia.asset,ecf4beeb7a79c6b428fa78a89aa9a4a7,#C2185B,Una promesa hecha en la tormenta.
Romance_Siete_Dias,Siete Días,Romance,Common,,0,0,Assets/Data/Movies/Romance_Siete_Dias.asset,1e972165b1cfd0941b791b9b36b8f1fb,#C2185B,Solo tienen una semana para decidir.
Romance_Verano_en_la_Costa,Verano en la Costa,Romance,Common,,0,0,Assets/Data/Movies/Romance_Verano_en_la_Costa.asset,4e4e8fd93bf59e54486adf4093aa3f10,#C2185B,Un amor de verano que podría durar toda la vida.
